Elements,Fractions,aflow__ael_bulk_modulus_vrh,aflow__ael_bulk_modulus_vrh UNC,Loss
"['Ti', 'C']",[0.49999908 0.49999908],236.16680908203125,9.626021385192871,99998.109375
"['Ti', 'C']",[0.47501996 0.5249782 ],240.16246032714844,10.108771324157715,99998.046875
"['Ti', 'C']",[0.45163095 0.5483672 ],241.36361694335938,10.61194896697998,99998.03125
"['Ti', 'C']",[0.43440333 0.5655949 ],240.52044677734375,10.995522499084473,99998.0390625
"['Ti', 'C']",[0.4254451 0.5745531],239.74884033203125,11.173733711242676,99998.0546875
"['Ti', 'C']",[0.4233349 0.5766633],239.5438690185547,11.214099884033203,99998.0546875
"['Ti', 'C']",[0.42610982 0.57388836],239.81272888183594,11.161004066467285,99998.0546875
"['Ti', 'C']",[0.43245652 0.56754166],240.36984252929688,11.036248207092285,99998.0390625
"['Ti', 'C']",[0.4411189  0.55887926],240.96434020996094,10.85042953491211,99998.03125
"['Ti', 'C']",[0.45097262 0.54902554],241.35650634765625,10.627118110656738,99998.03125
"['Ti', 'C']",[0.460254   0.53974414],241.232177734375,10.417830467224121,99998.03125
"['Ti', 'C']",[0.46703726 0.5329609 ],240.8756103515625,10.269471168518066,99998.0390625
"['Ti', 'C']",[0.4703722  0.52962595],240.61508178710938,10.199273109436035,99998.0390625
"['Ti', 'C']",[0.47008064 0.52991754],240.64016723632812,10.205245018005371,99998.0390625
"['Ti', 'C']",[0.46677804 0.5332201 ],240.89312744140625,10.275032043457031,99998.03125
"['Ti', 'C']",[0.4614711 0.5385271],241.1833038330078,10.390706062316895,99998.03125
"['Ti', 'C']",[0.4551939  0.54480433],241.35983276367188,10.531512260437012,99998.03125
"['Ti', 'C']",[0.44910845 0.55088973],241.3248291015625,10.66991138458252,99998.03125
"['Ti', 'C']",[0.44443813 0.55556005],241.14915466308594,10.775660514831543,99998.03125
"['Ti', 'C']",[0.44205222 0.557946  ],241.01873779296875,10.829739570617676,99998.03125
"['Ti', 'C']",[0.4419251  0.55807304],241.01141357421875,10.832608222961426,99998.03125
"['Ti', 'C']",[0.4438042  0.55619395],241.11607360839844,10.790021896362305,99998.03125
"['Ti', 'C']",[0.4473558 0.5526423],241.2743377685547,10.709427833557129,99998.03125
"['Ti', 'C']",[0.45175382 0.54824436],241.36485290527344,10.609126091003418,99998.03125
"['Ti', 'C']",[0.4561104 0.5438878],241.34690856933594,10.511054039001465,99998.03125
"['Ti', 'C']",[0.45944735 0.54055077],241.26187133789062,10.43609619140625,99998.03125
"['Ti', 'C']",[0.46118048 0.53881776],241.1957244873047,10.397139549255371,99998.03125
"['Ti', 'C']",[0.4612081 0.5387901],241.19456481933594,10.39653205871582,99998.03125
"['Ti', 'C']",[0.4596675  0.54033065],241.2539520263672,10.431103706359863,99998.03125
"['Ti', 'C']",[0.45690912 0.543089  ],241.33177185058594,10.493287086486816,99998.03125
"['Ti', 'C']",[0.45364457 0.5463536 ],241.37091064453125,10.566303253173828,99998.03125
"['Ti', 'C']",[0.45055366 0.5494445 ],241.3510284423828,10.636775016784668,99998.03125
"['Ti', 'C']",[0.44827276 0.5517254 ],241.30320739746094,10.688657760620117,99998.03125
