Elements,Fractions,aflow__ael_bulk_modulus_vrh,aflow__ael_bulk_modulus_vrh UNC,Loss
"['W', 'C']",[0.49999908 0.49999908],365.4747009277344,16.656906127929688,99996.171875
"['W', 'C']",[0.549833   0.45016518],367.20953369140625,17.141550064086914,99996.140625
"['W', 'C']",[0.5908335  0.40916473],366.8870849609375,17.712188720703125,99996.1484375
"['W', 'C']",[0.60846794 0.39153033],366.27630615234375,17.89560317993164,99996.15625
"['W', 'C']",[0.60379153 0.39620665],366.46368408203125,17.840492248535156,99996.15625
"['W', 'C']",[0.5876371 0.4123611],366.9501953125,17.676761627197266,99996.1484375
"['W', 'C']",[0.5681944  0.43180373],367.26361083984375,17.413801193237305,99996.140625
"['W', 'C']",[0.54843575 0.45156246],367.189697265625,17.1212100982666,99996.140625
"['W', 'C']",[0.53558725 0.46441093],366.92962646484375,16.957258224487305,99996.1484375
"['W', 'C']",[0.53188676 0.46811146],366.8271484375,16.915546417236328,99996.1484375
"['W', 'C']",[0.5366305  0.46336767],366.9564208984375,16.968900680541992,99996.1484375
"['W', 'C']",[0.54709804 0.45290014],367.1695251464844,17.10222625732422,99996.1484375
"['W', 'C']",[0.5602239 0.4397743],367.2897644042969,17.298171997070312,99996.140625
"['W', 'C']",[0.57222056 0.42777762],367.2244873046875,17.47169303894043,99996.140625
"['W', 'C']",[0.58010185 0.41989636],367.0960693359375,17.582477569580078,99996.1484375
"['W', 'C']",[0.58227915 0.41771898],367.04779052734375,17.61125373840332,99996.1484375
"['W', 'C']",[0.57878923 0.4212089 ],367.1216735839844,17.56422233581543,99996.1484375
"['W', 'C']",[0.57136095 0.4286373 ],367.2338562011719,17.459314346313477,99996.140625
"['W', 'C']",[0.5622374 0.4377608],367.2918395996094,17.32756996154785,99996.140625
"['W', 'C']",[0.55409414 0.44590402],367.25799560546875,17.206222534179688,99996.140625
"['W', 'C']",[0.5486237  0.45137444],367.1925048828125,17.123916625976562,99996.140625
"['W', 'C']",[0.5472206 0.4527776],367.1714172363281,17.103952407836914,99996.1484375
"['W', 'C']",[0.54966605 0.45033213],367.20733642578125,17.139057159423828,99996.140625
"['W', 'C']",[0.55510587 0.44489232],367.2654724121094,17.221759796142578,99996.140625
"['W', 'C']",[0.56169236 0.43830585],367.291259765625,17.319475173950195,99996.140625
"['W', 'C']",[0.5677357  0.43226245],367.2677001953125,17.40725326538086,99996.140625
"['W', 'C']",[0.5711417 0.4288565],367.236083984375,17.45615005493164,99996.140625
"['W', 'C']",[0.5717812  0.42821693],367.2294921875,17.46538734436035,99996.140625
"['W', 'C']",[0.56981623 0.4301819 ],367.2488708496094,17.43705177307129,99996.140625
"['W', 'C']",[0.565692   0.43430614],367.2835388183594,17.378276824951172,99996.140625
"['W', 'C']",[0.5601177  0.43988046],367.28961181640625,17.29665184020996,99996.140625
"['W', 'C']",[0.55523694 0.44476128],367.2663879394531,17.22378158569336,99996.140625
"['W', 'C']",[0.55259156 0.4474066 ],367.243408203125,17.183334350585938,99996.140625
"['W', 'C']",[0.5532363  0.44676188],367.25054931640625,17.193178176879883,99996.140625
"['W', 'C']",[0.5564977  0.44350046],367.275146484375,17.243022918701172,99996.140625
"['W', 'C']",[0.56122565 0.43877253],367.29071044921875,17.312604904174805,99996.140625
"['W', 'C']",[0.5658983  0.43409985],367.2820129394531,17.381107330322266,99996.140625
"['W', 'C']",[0.5681287  0.43186945],367.26422119140625,17.412857055664062,99996.140625
"['W', 'C']",[0.5677171  0.43228114],367.2678527832031,17.406984329223633,99996.140625
"['W', 'C']",[0.5650098  0.43498832],367.2874450683594,17.368547439575195,99996.140625
"['W', 'C']",[0.5614061  0.43859208],367.2909240722656,17.315261840820312,99996.140625
"['W', 'C']",[0.5584592  0.44153896],367.28668212890625,17.272912979125977,99996.140625
"['W', 'C']",[0.5567564 0.4432418],367.27679443359375,17.24698829650879,99996.140625
"['W', 'C']",[0.55707926 0.4429189 ],367.27880859375,17.251934051513672,99996.140625
"['W', 'C']",[0.5592002  0.44079787],367.2884521484375,17.28356170654297,99996.140625
"['W', 'C']",[0.561682   0.43831623],367.2912292480469,17.31932258605957,99996.140625
"['W', 'C']",[0.5640142  0.43598402],367.2908020019531,17.35387420654297,99996.140625
"['W', 'C']",[0.5652371  0.43476108],367.2865295410156,17.37187957763672,99996.140625
"['W', 'C']",[0.565019   0.43497914],367.28741455078125,17.368680953979492,99996.140625
"['W', 'C']",[0.56357735 0.43642083],367.2917175292969,17.347415924072266,99996.140625
"['W', 'C']",[0.5618166  0.43818158],367.2913513183594,17.321304321289062,99996.140625
"['W', 'C']",[0.5606946  0.43930355],367.2899475097656,17.304885864257812,99996.140625
"['W', 'C']",[0.55973995 0.4402582 ],367.2892761230469,17.291263580322266,99996.140625
"['W', 'C']",[0.55915844 0.44083974],367.28839111328125,17.2829647064209,99996.140625
"['W', 'C']",[0.55924207 0.44075608],367.28851318359375,17.28415870666504,99996.140625
"['W', 'C']",[0.5599003  0.44009787],367.2894287109375,17.293537139892578,99996.140625
"['W', 'C']",[0.5608107 0.4391875],367.2901611328125,17.30655860900879,99996.140625
"['W', 'C']",[0.56212884 0.4378693 ],367.2917175292969,17.32595443725586,99996.140625
"['W', 'C']",[0.5636886  0.43630964],367.29150390625,17.34905242919922,99996.140625
"['W', 'C']",[0.56459826 0.43539992],367.28900146484375,17.36248779296875,99996.140625
"['W', 'C']",[0.5642309  0.43576723],367.29022216796875,17.35707664489746,99996.140625
"['W', 'C']",[0.5628602 0.437138 ],367.2922058105469,17.33681869506836,99996.140625
"['W', 'C']",[0.56184244 0.4381557 ],367.2913818359375,17.321701049804688,99996.140625
"['W', 'C']",[0.5614457 0.4385525],367.291015625,17.315845489501953,99996.140625
"['W', 'C']",[0.5614679  0.43853036],367.2909851074219,17.31616973876953,99996.140625
"['W', 'C']",[0.56186914 0.4381291 ],367.2914123535156,17.322097778320312,99996.140625
"['W', 'C']",[0.5626736 0.4373246],367.2920837402344,17.334049224853516,99996.140625
"['W', 'C']",[0.5636428 0.4363553],367.2915954589844,17.34837532043457,99996.140625
"['W', 'C']",[0.5639871  0.43601108],367.2908935546875,17.35347557067871,99996.140625
"['W', 'C']",[0.56319094 0.43680722],367.2921447753906,17.341726303100586,99996.140625
"['W', 'C']",[0.56227773 0.4377204 ],367.29180908203125,17.328170776367188,99996.140625
"['W', 'C']",[0.5617307  0.43826744],367.291259765625,17.32003402709961,99996.140625
"['W', 'C']",[0.561323  0.4386752],367.2908020019531,17.314041137695312,99996.140625
"['W', 'C']",[0.56150514 0.43849307],367.29107666015625,17.316715240478516,99996.140625
"['W', 'C']",[0.56207013 0.43792802],367.2916259765625,17.32508659362793,99996.140625
"['W', 'C']",[0.56300706 0.43699116],367.292236328125,17.339000701904297,99996.140625
"['W', 'C']",[0.5637594 0.4362388],367.2913818359375,17.35010528564453,99996.140625
"['W', 'C']",[0.56376743 0.43623072],367.2914123535156,17.3502197265625,99996.140625
"['W', 'C']",[0.5630954 0.4369028],367.2922058105469,17.340312957763672,99996.140625
"['W', 'C']",[0.56230134 0.4376968 ],367.2918395996094,17.328523635864258,99996.140625
"['W', 'C']",[0.5618761  0.43812203],367.2914123535156,17.32220458984375,99996.140625
"['W', 'C']",[0.5619789  0.43801937],367.2915344238281,17.323734283447266,99996.140625
"['W', 'C']",[0.56253445 0.4374637 ],367.2920227050781,17.331979751586914,99996.140625
"['W', 'C']",[0.56326103 0.43673712],367.2921142578125,17.342763900756836,99996.140625
"['W', 'C']",[0.5635672  0.43643093],367.29168701171875,17.347265243530273,99996.140625
"['W', 'C']",[0.56326014 0.43673804],367.2920837402344,17.342750549316406,99996.140625
"['W', 'C']",[0.56262624 0.4373719 ],367.29205322265625,17.333343505859375,99996.140625
"['W', 'C']",[0.5623361 0.4376621],367.2918395996094,17.32904052734375,99996.140625
"['W', 'C']",[0.5623754  0.43762273],367.29193115234375,17.329620361328125,99996.140625
"['W', 'C']",[0.56267524 0.437323  ],367.29205322265625,17.334068298339844,99996.140625
"['W', 'C']",[0.56322527 0.43677285],367.2921447753906,17.34223747253418,99996.140625
"['W', 'C']",[0.5634976 0.4365006],367.29180908203125,17.346237182617188,99996.140625
"['W', 'C']",[0.5631492  0.43684897],367.29217529296875,17.341108322143555,99996.140625
"['W', 'C']",[0.5626214  0.43737674],367.2920227050781,17.333271026611328,99996.140625
"['W', 'C']",[0.5624403  0.43755785],367.2919616699219,17.330581665039062,99996.140625
"['W', 'C']",[0.562536   0.43746218],367.2919921875,17.332000732421875,99996.140625
